Time:512Hz,Epoch,sinusOsc 1,sinusOsc 2,sinusOsc 3,sinusOsc 4,Event Id,Event Date,Event Duration
12.8105468750,204,2.3568313072,1.8299460207,-0.1186330458,-0.3970381131,,,
12.8125000000,205,2.3856981628,1.5816739671,-0.1743714933,0.0718565767,,,
12.8144531250,205,2.3967142401,1.3363520990,-0.0803845572,0.4932215671,,,
12.8164062500,205,2.3901062686,1.1119513081,0.1445950323,0.7361237834,,,
12.8183593750,205,2.3664033550,0.9248296951,0.4606729953,0.7168267140,,,
12.8203125000,205,2.3264275141,0.7885887125,0.8130145016,0.4218810245,,,
12.8222656250,205,2.2712790726,0.7131218663,1.1403962544,-0.0880312769,,,
12.8242187500,205,2.2023172038,0.7039223208,1.3847575782,-0.6945541364,,,
12.8261718750,205,2.1211359331,0.7616976959,1.5002628144,-1.2539073502,,,
12.8281250000,205,2.0295360340,0.8823189226,1.4604634181,-1.6360920523,,,
12.8300781250,205,1.9294933086,1.0571067296,1.2624441186,-1.7603085890,,,
12.8320312500,205,1.8231238060,1.2734357856,0.9273072277,-1.6168817433,,,
12.8339843750,205,1.7126465894,1.5156143727,0.4969195184,-1.2696862875,,,
12.8359375000,205,1.6003447030,1.7659782500,0.0274282023,-0.8384101813,,,
12.8378906250,205,1.4885250224,2.0061224307,-0.4194442554,-0.4655186731,,,
12.8398437500,205,1.3794776926,2.2181849771,-0.7859707997,-0.2769756117,,,
12.8417968750,205,1.2754358616,2.3860932909,-1.0273654598,-0.3474892404,,,
12.8437500000,205,1.1785364181,2.4966859888,-1.1187109227,-0.6798097079,,,
12.8457031250,205,1.0907824172,2.5406321305,-1.0587892386,-1.2037543422,,,
12.8476562500,205,1.0140078554,2.5130836952,-0.8702192568,-1.7952298888,,,
12.8496093750,205,0.9498454096,2.4140158040,-0.5958796455,-2.3100402789,,,
12.8515625000,205,0.8996977057,2.2482309589,-0.2921748994,-2.6232161268,,,
12.8535156250,205,0.8647126208,2.0250269978,-0.0201934670,-2.6630887099,,,
12.8554687500,205,0.8457630497,1.7575519137,0.1638645498,-2.4307714372,,,
12.8574218750,205,0.8434314920,1.4618905225,0.2174989000,-1.9997110417,,,
12.8593750000,205,0.8579997286,1.1559466609,0.1185871609,-1.4954328665,,,
12.8613281250,205,0.8894437689,0.8581988545,-0.1311112347,-1.0610326522,,,
12.8632812500,205,0.9374341568,0.5864162178,-0.5061709860,-0.8178735102,,,
12.8652343750,205,1.0013416304,0.3564241217,-0.9614035776,-0.8322606931,,,
12.8671875000,205,1.0802480374,0.1810056913,-1.4388390302,-1.0972282436,,,
12.8691406250,205,1.1729623125,0.0690157251,-1.8766995888,-1.5344296866,,,
12.8710937500,205,1.2780412407,0.0247688138,-2.2189679298,-2.0156148118,,,
12.8730468750,205,1.3938146394,0.0477443145,-2.4240598602,-2.3978064242,,,
12.8750000000,206,1.5184145208,0.1326287403,-2.4712509539,-2.5625359829,,,
12.8769531250,206,1.6498077238,0.2696925965,-2.3638563975,-2.4483844208,,,
12.8789062500,206,1.7858314422,0.4454753718,-2.1286690100,-2.0679090865,,,
12.8808593750,206,1.9242310299,0.6437309020,-1.8117431972,-1.5043168437,,,
12.8828125000,206,2.0626994189,0.8465671703,-1.4711817302,-0.8887941475,,,
12.8847656250,206,2.1989174610,1.0357010458,-1.1680490444,-0.3647060729,,,
12.8867187500,206,2.3305944864,1.1937404473,-0.9568265486,-0.0484749310,,,
12.8886718750,206,2.4555083701,1.3054045090,-0.8768967471,0.0021410284,,,
12.8906250000,206,2.5715444028,1.3585966430,-0.9463827199,-0.1963233867,,,
12.8925781250,206,2.6767322869,1.3452556573,-1.1593026253,-0.5577852822,,,
12.8945312500,206,2.7692806102,1.2619255577,-1.4864825421,-0.9504302787,,,
12.8964843750,206,2.8476081918,1.1100042864,-1.8800855621,-1.2330713455,,,
12.8984375000,206,2.9103717541,0.8956540315,-2.2810517781,-1.2940829429,,,
12.9003906250,206,2.9564894334,0.6293793462,-2.6282904025,-1.0822376771,,,
12.9023437500,206,2.9851597201,0.3253024801,-2.8681923261,-0.6209919054,,,
12.9042968750,206,2.9958754948,0.0001864367,-2.9629814987,-0.0023028627,,,
12.9062500000,206,2.9884329157,-0.3277261336,-2.8966043473,0.6383303316,,,
12.9082031250,206,2.9629350017,-0.6399772540,-2.6772398944,1.1587634303,,,
12.9101562500,206,2.9197898477,-0.9191730101,-2.3360395588,1.4489314027,,,
12.9121093750,206,2.8597035035,-1.1501888046,-1.9222928488,1.4607892453,,,
12.9140625000,206,2.7836676421,-1.3212164521,-1.4957718231,1.2212653588,,,
12.9160156250,206,2.6929422316,-1.4245801115,-1.1174465978,0.8246792451,,,
12.9179687500,206,2.5890335153,-1.4572641752,-0.8400178743,0.4067033741,,,
12.9199218750,206,2.4736676851,-1.4211163204,-0.6997409483,0.1070071324,,,
12.9218750000,206,2.3487607096,-1.3227115796,-0.7108144834,0.0308225199,,,
12.9238281250,206,2.2163848438,-1.1728869227,-0.8632078424,0.2199666209,,,
12.9257812500,206,2.0787324091,-0.9859788235,-1.1242651813,0.6412638859,,,
12.9277343750,206,1.9380774753,-0.7788169902,-1.4438362419,1.1955423145,,,
12.9296875000,206,1.7967361175,-0.5695444462,-1.7621344666,1.7447387477,,,
12.9316406250,206,1.6570259422,-0.3763462531,-2.0190982510,2.1496851223,,,
12.9335937500,206,1.5212255928,-0.2161755412,-2.1637970144,2.3082199994,,,
12.9355468750,206,1.3915349418,-0.1035656960,-2.1624167822,2.1831803312,,,
12.9375000000,207,1.2700366680,-0.0496115454,-2.0035812105,1.8126017396,,,
12.9394531250,207,1.1586598912,-0.0611906020,-1.7001789960,1.2993314899,,,
12.9414062500,207,1.0591465005,-0.1404786783,-1.2874127585,0.7829004954,,,
12.9433593750,207,0.9730207659,-0.2847936623,-0.8173730032,0.4013627588,,,
12.9453125000,207,0.9015627662,-0.4867783567,-0.3509820047,0.2535600807,,,
12.9472656250,207,0.8457860969,-0.7349096414,0.0514378964,0.3721531296,,,
12.9492187500,207,0.8064202497,-1.0142984621,0.3395028417,0.7148090482,,,
12.9511718750,207,0.7838979705,-1.3077248651,0.4805586088,1.1759594473,,,
12.9531250000,207,0.7783478199,-1.5968359119,0.4647111465,1.6159047533,,,
12.9550781250,207,0.7895920627,-1.8634229412,0.3063132410,1.8992866246,,,
12.9570312500,207,0.8171499262,-2.0906891197,0.0416760342,1.9323825177,,,
12.9589843750,207,0.8602461695,-2.2644188929,-0.2766378945,1.6889991912,,,
12.9609375000,207,0.9178248127,-2.3739677916,-0.5880507399,1.2178665322,,,
12.9628906250,207,0.9885677862,-2.4130035738,-0.8334518941,0.6295032252,,,
12.9648437500,207,1.0709181738,-2.3799470215,-0.9644494057,0.0661518808,,,
12.9667968750,207,1.1631076421,-2.2780816563,-0.9509492863,-0.3369786383,,,
12.9687500000,207,1.2631875751,-2.1153247222,-0.7858819381,-0.4885435346,,,
12.9707031250,207,1.3690633711,-1.9036754054,-0.4863393400,-0.3658731019,,,
12.9726562500,207,1.4785312977,-1.6583787678,-0.0909456911,-0.0209666264,,,
12.9746093750,207,1.5893172630,-1.3968636924,0.3461291154,0.4339715081,,,
12.9765625000,207,1.6991168215,-1.1375288986,0.7635808970,0.8574873775,,,
12.9785156250,207,1.8056357159,-0.8984616790,1.1024974729,1.1178388186,,,
12.9804687500,207,1.9066302428,-0.6961786983,1.3155161741,1.1292825230,,,
12.9824218750,207,1.9999467374,-0.5444766587,1.3741863313,0.8757400095,,,
12.9843750000,207,2.0835594850,-0.4534729703,1.2733900574,0.4153547670,,,
12.9863281250,207,2.1556063940,-0.4289033181,1.0321328117,-0.1353098351,,,
12.9882812500,207,2.2144218085,-0.4717251008,0.6905806335,-0.6331022569,,,
12.9902343750,207,2.2585658828,-0.5780543849,0.3038055167,-0.9474210928,,,
12.9921875000,207,2.2868500056,-0.7394407631,-0.0667869032,-0.9959342446,,,
12.9941406250,207,2.2983578271,-0.9434609387,-0.3630122046,-0.7670901251,,,
12.9960937500,207,2.2924615221,-1.1745896347,-0.5389564188,-0.3232517647,,,
12.9980468750,207,2.2688330025,-1.4152870837,-0.5681102654,0.2164048319,,,
13.0000000000,208,2.2274498842,-1.6472272530,-0.4474772891,0.7085409233,,,
13.0019531250,208,2.1685961037,-1.8525811455,-0.1980161540,1.0249055159,,,
13.0039062500,208,2.0928571719,-2.0152656727,0.1386516569,1.0874290210,,,
13.0058593750,208,2.0011101505,-2.1220710015,0.5067557870,0.8895424800,,,
13.0078125000,208,1.8945085241,-2.1635877436,0.8450978416,0.4978801061,,,
13.0097656250,208,1.7744622342,-2.1348693208,1.0966206076,0.0338994314,,,
13.0117187500,208,1.6426132245,-2.0357832997,1.2173349952,-0.3595424877,,,
13.0136718750,208,1.5008069243,-1.8710271832,1.1832140645,-0.5574950883,,,
13.0156250000,208,1.3510601710,-1.6498075394,0.9939801225,-0.4873285154,,,
13.0175781250,208,1.1955261319,-1.3852048299,0.6731947863,-0.1488225601,,,
13.0195312500,208,1.0364568395,-1.0932682118,0.2646377280,0.3855771646,,,
13.0214843750,208,0.8761639976,-0.7919034204,-0.1744621321,0.9904078449,,,
13.0234375000,208,0.7169787420,-0.4996312670,-0.5822889813,1.5213597186,,,
13.0253906250,208,0.5612110622,-0.2343033081,-0.9020159380,1.8546049293,,,
13.0273437500,208,0.4111095935,-0.0118642313,-1.0906031436,1.9205082055,,,
13.0292968750,208,0.2688224838,0.1547527588,-1.1254480607,1.7224824036,,,
13.0312500000,208,0.1363600204,0.2565205421,-1.0078524487,1.3358233298,,,
13.0332031250,208,0.0155596700,0.2889403055,-0.7627663076,0.8868453409,,,
13.0351562500,208,-0.0919458549,0.2523480156,-0.4348489611,0.5180381756,,,
13.0371093750,208,-0.1847569444,0.1518837854,-0.0814610746,0.3487965973,,,
13.0390625000,208,-0.2617313590,-0.0028737101,0.2363205815,0.4424877360,,,
13.0410156250,208,-0.3220039908,-0.1985822601,0.4632658440,0.7888839714,,,
13.0429687500,208,-0.3650017733,-0.4190734981,0.5586416347,1.3067778773,,,
13.0449218750,208,-0.3904534780,-0.6464872512,0.5026025812,1.8660643414,,,
13.0468750000,208,-0.3983942268,-0.8625237427,0.2993261559,2.3232394825,,,
13.0488281250,208,-0.3891646419,-1.0497263101,-0.0235962214,2.5605887055,,,
13.0507812500,208,-0.3634046467,-1.1927051770,-0.4194175108,2.5183250005,,,
13.0527343750,208,-0.3220420276,-1.2792169238,-0.8294797654,2.2108705492,,,
13.0546875000,208,-0.2662759576,-1.3010243695,-1.1923170322,1.7228203708,,,
13.0566406250,208,-0.1975557681,-1.2544768872,-1.4531987986,1.1856950940,,,
13.0585937500,208,-0.1175553436,-1.1407706717,-1.5726277154,0.7418548686,,,
13.0605468750,208,-0.0281435849,-0.9658707973,-1.5324681785,0.5054649790,,,
13.0625000000,209,0.0686485386,-0.7401004875,-1.3387513475,0.5312115532,,,
13.0644531250,209,0.1706637746,-0.4774262264,-1.0207198165,0.7993414850,,,
13.0664062500,209,0.2756565802,-0.1944885507,-0.6262608304,1.2211265038,,,
13.0683593750,209,0.3813326597,0.0905539014,-0.2144394216,1.6632534721,,,
13.0703125000,209,0.4853893525,0.3592864887,0.1537054750,1.9844556762,,,
13.0722656250,209,0.5855561651,0.5943188107,0.4246683429,2.0743447914,,,
13.0742187500,209,0.6796347376,0.7804938308,0.5608070121,1.8837998695,,,
13.0761718750,209,0.7655375435,0.9059415721,0.5461977736,1.4385834849,,,
13.0781250000,209,0.8413246466,0.9629039143,0.3891037449,0.8324519335,,,
13.0800781250,209,0.9052378701,0.9482729846,0.1206720763,0.2016462863,,,
13.0820312500,209,0.9557317799,0.8638056038,-0.2099370142,-0.3122460996,,,
13.0839843750,209,0.9915009400,0.7159988391,-0.5432306066,-0.6008828290,,,
13.0859375000,209,1.0115029616,0.5156353470,-0.8186764775,-0.6186356530,,,
13.0878906250,209,1.0149769427,0.2770302137,-0.9841619046,-0.3948629438,,,
13.0898437500,209,1.0014569762,0.0170318171,-1.0041444698,-0.0256239997,,,
13.0917968750,209,0.9707804874,-0.2461536156,-0.8652251641,0.3528918461,,,
13.0937500000,209,0.9230912580,-0.4942317841,-0.5782755686,0.6019368720,,,
13.0957031250,209,0.8588370807,-0.7100958818,-0.1767875944,0.6184779327,,,
13.0976562500,209,0.7787620871,-0.8790190016,0.2882973982,0.3636790915,,,
13.0996093750,209,0.6838938828,-0.9896802330,0.7564749361,-0.1262144727,,,
13.1015625000,209,0.5755257139,-1.0349528997,1.1670511299,-0.7495763589,,,
13.1035156250,209,0.4551939791,-1.0123999729,1.4685439780,-1.3670262506,,,
13.1054687500,209,0.3246514785,-0.9244421191,1.6266482401,-1.8394148071,,,
13.1074218750,209,0.1858368700,-0.7781866663,1.6295235793,-2.0657575128,,,
13.1093750000,209,0.0408408659,-0.5849294224,1.4895825958,-2.0107227322,,,
13.1113281250,209,-0.1081302371,-0.3593640901,1.2415005408,-1.7141419727,,,
13.1132812500,209,-0.2587930563,-0.1185544163,0.9367569968,-1.2799373814,,,
13.1152343750,209,-0.4088269766,0.1192592420,0.6355599789,-0.8475024673,,,
13.1171875000,209,-0.5559146601,0.3359357049,0.3974106140,-0.5533809118,,,
13.1191406250,209,-0.6977825040,0.5147021355,0.2717782904,-0.4937471537,,,
13.1210937500,209,-0.8322403363,0.6413280733,0.2903389671,-0.6979725020,,,
13.1230468750,209,-0.9572196577,0.7051224543,0.4619858517,-1.1205221228,,,
13.1250000000,210,-1.0708097558,0.6996840818,0.7713898465,-1.6534041021,,,
13.1269531250,210,-1.1712910637,0.6233532043,1.1813342582,-2.1557588699,,,
13.1289062500,210,-1.2571651750,0.4793326971,1.6384603965,-2.4924794081,,,
13.1308593750,210,-1.3271809929,0.2754703855,2.0815294172,-2.5712773876,,,
13.1328125000,210,-1.3803565535,0.0237176748,2.4509138344,-2.3680360985,,,
13.1347656250,210,-1.4159961420,-0.2606977745,2.6978405882,-1.9335010738,,,
13.1367187500,210,-1.4337024022,-0.5603276497,2.7919462377,-1.3794738900,,,
13.1386718750,210,-1.4333832272,-0.8567132702,2.7259677312,-0.8482920025,,,
13.1406250000,210,-1.4152533102,-1.1316661719,2.5168383380,-0.4739580896,,,
13.1425781250,210,-1.3798303292,-1.3685297081,2.2030182267,-0.3455708334,,,
13.1445312500,210,-1.3279258319,-1.5533337066,1.8384756309,-0.4830781515,,,
13.1464843750,210,-1.2606309798,-1.6757616824,1.4842562121,-0.8319965416,,,
13.1484375000,210,-1.1792974030,-1.7298631746,1.1989538660,-1.2785420290,,,
13.1503906250,210,-1.0855134987,-1.7144615509,1.0295673008,-1.6810238935,,,
13.1523437500,210,-0.9810765899,-1.6332288599,1.0041666125,-1.9088951167,,,
13.1542968750,210,-0.8679614314,-1.4944225269,1.1275121454,-1.8787549419,,,
13.1562500000,210,-0.7482856145,-1.3103022726,1.3803080694,-1.5774342175,,,
13.1582031250,210,-0.6242724764,-1.0962679317,1.7222069619,-1.0658343799,,,
13.1601562500,210,-0.4982121633,-0.8697783109,2.0980974168,-0.4624657677,,,
13.1621093750,210,-0.3724215294,-0.6491264952,2.4466953405,0.0888052336,,,
13.1640625000,210,-0.2492035740,-0.4521570215,2.7101007551,0.4579628080,,,
13.1660156250,210,-0.1308071265,-0.2950143918,2.8428315299,0.5642588151,,,
13.1679687500,210,-0.0193874855,-0.1910102132,2.8189269130,0.3981356441,,,
13.1699218750,210,0.0830312985,-0.1496879798,2.6360143486,0.0236483597,,,
13.1718750000,210,0.1745918373,-0.1761507277,2.3157060380,-0.4392758553,,,
13.1738281250,210,0.2536358948,-0.2706984651,1.9002633372,-0.8478770832,,,
13.1757812500,210,0.3187333846,-0.4288006767,1.4460483753,-1.0758441854,,,
13.1777343750,210,0.3687073671,-0.6414058344,1.0147826655,-1.0480711197,,,
13.1796875000,210,0.4026546086,-0.8955663473,0.6639740356,-0.7613611137,,,
13.1816406250,210,0.4199613427,-1.1753353864,0.4380027301,-0.2854031933,,,
13.1835937500,210,0.4203139572,-1.4628730595,0.3612548503,0.2562474990,,,
13.1855468750,210,0.4037044203,-1.7396848127,0.4343724014,0.7199736076,,,
13.1875000000,211,0.3704303513,-1.9879057163,0.6342037775,0.9814195905,,,
13.1894531250,211,0.3210897333,-2.1915410889,0.9174621392,0.9695586684,,,
13.1914062500,211,0.2565703618,-2.3375769597,1.2275216066,0.6861660945,,,
13.1933593750,211,0.1780342138,-2.4168829466,1.5032924512,0.2053616273,,,
13.1953125000,211,0.0868970104,-2.4248445982,1.6887926461,-0.3466536868,,,
13.1972656250,211,-0.0151966682,-2.3616811172,1.7419246712,-0.8261133714,,,
13.1992187500,211,-0.1264022803,-2.2324263184,1.6410902465,-1.1109949490,,,
13.2011718750,211,-0.2447077262,-2.0465741582,1.3886124233,-1.1343502896,,,
13.2031250000,211,-0.3679686909,-1.8174135632,1.0104317304,-0.9025230989,,,
13.2050781250,211,-0.4939463059,-1.5610989502,0.5521234084,-0.4932619243,,,
13.2070312500,211,-0.6203464722,-1.2955212592,0.0718557787,-0.0342472519,,,
13.2089843750,211,-0.7448601542,-1.0390582338,-0.3686137681,0.3320806672,,,
13.2109375000,211,-0.8652039401,-0.8092911007,-0.7135030267,0.4877519322,,,
13.2128906250,211,-0.9791601582,-0.6217771421,-0.9216400637,0.3718014376,,,
13.2148437500,211,-1.0846158460,-0.4889637596,-0.9728244459,-0.0028109843,,,
13.2167968750,211,-1.1795998902,-0.4193197565,-0.8709240723,-0.5525340305,,,
13.2187500000,211,-1.2623176879,-0.4167444204,-0.6432255093,-1.1459004711,,,
13.2207031250,211,-1.3311827200,-0.4802956133,-0.3361392538,-1.6393322032,,,
13.2226562500,211,-1.3848444859,-0.6042558327,-0.0079290729,-1.9162638716,,,
13.2246093750,211,-1.4222123093,-0.7785316339,0.2804019277,-1.9188646023,,,
13.2265625000,211,-1.4424745980,-0.9893585635,0.4746487715,-1.6636660182,,,
13.2285156250,211,-1.4451132213,-1.2202624410,0.5358799289,-1.2368154809,,,
13.2304687500,211,-1.4299127515,-1.4532099562,0.4465302509,-0.7702575649,,,
13.2324218750,211,-1.3969644099,-1.6698683410,0.2131623723,-0.4053736999,,,
13.2343750000,211,-1.3466646456,-1.8528862733,-0.1345336412,-0.2540471685,,,
13.2363281250,211,-1.2797083739,-1.9871066842,-0.5483466917,-0.3678261724,,,
13.2382812500,211,-1.1970769910,-2.0606268909,-0.9690397064,-0.7236381214,,,
13.2402343750,211,-1.1000213768,-2.0656321225,-1.3355660197,-1.2299719664,,,
13.2421875000,211,-0.9900401802,-1.9989443052,-1.5945716196,-1.7518355687,,,
13.2441406250,211,-0.8688537705,-1.8622478331,-1.7087032548,-2.1476492602,,,
13.2460937500,211,-0.7383743084,-1.6619765689,-1.6624283686,-2.3079652172,,,
13.2480468750,211,-0.6006724611,-1.4088699471,-1.4644603527,-2.1854016878,,,
13.2500000000,212,-0.4579413455,-1.1172291226,-1.1464113302,-1.8075886582,,,
13.2519531250,212,-0.3124583283,-0.8039250255,-0.7578822412,-1.2695774018,,,
13.2539062500,212,-0.1665453544,-0.4872274815,-0.3587548922,-0.7077944801,,,
13.2558593750,212,-0.0225284963,-0.1855370357,-0.0098864167,-0.2626786698,,,
13.2578125000,212,0.1173025671,0.0838921003,0.2363445864,-0.0402407526,,,
13.2597656250,212,0.2507344321,0.3061489366,0.3441678937,-0.0830811085,,,
13.2617187500,212,0.3756685142,0.4696989806,0.2999613682,-0.3588077487,,,
13.2636718750,212,0.4901575810,0.5671818609,0.1143378819,-0.7690282905,,,
13.2656250000,212,0.5924396323,0.5959176921,-0.1795454085,-1.1764504805,,,
13.2675781250,212,0.6809685365,0.5580868870,-0.5311918833,-1.4426626864,,,
13.2695312500,212,0.7544408849,0.4605708915,-0.8806734782,-1.4662385401,,,
13.2714843750,212,0.8118185958,0.3144649641,-1.1680099493,-1.2107209203,,,
13.2734375000,212,0.8523468709,0.1342969935,-1.3425582664,-0.7148140814,,,
13.2753906250,212,0.8755671914,-0.0629931575,-1.3709494295,-0.0819888181,,,
13.2773437500,212,0.8813251248,-0.2592425893,-1.2423362419,0.5476522906,,,
13.2792968750,212,0.8697728074,-0.4363396600,-0.9701343968,1.0355406348,,,
13.2812500000,212,0.8413660575,-0.5774947590,-0.5899854131,1.2823802864,,,
13.2832031250,212,0.7968561718,-0.6684189266,-0.1542584192,1.2551187320,,,
13.2851562500,212,0.7372765466,-0.6983281150,0.2760531275,0.9957599125,,,
13.2871093750,212,0.6639243609,-0.6607030416,0.6407779470,0.6096063538,,,
13.2890625000,212,0.5783376397,-0.5537516310,0.8898856168,0.2361550472,,,
13.2910156250,212,0.4822681006,-0.3805417806,0.9912262801,0.0106258066,,,
13.2929687500,212,0.3776502592,-0.1487951743,0.9354861696,0.0266681479,,,
13.2949218750,212,0.2665673340,0.1296434949,0.7375873786,0.3104696842,,,
13.2968750000,212,0.1512145488,0.4396248968,0.4343141352,0.8133641402,,,
13.2988281250,212,0.0338604735,0.7637439811,0.0785355677,1.4249668054,,,
13.3007812500,212,-0.0831929176,1.0835463100,-0.2690749423,2.0032391785,,,
13.3027343750,212,-0.1976507711,1.3808077034,-0.5495338156,2.4132446472,,,
13.3046875000,212,-0.3072657551,1.6387979763,-0.7147757496,2.5639749500,,,
13.3066406250,212,-0.4098776254,1.8434406628,-0.7351790037,2.4331557517,,,
13.3085937500,212,-0.5034512653,1.9842878676,-0.6042151763,2.0732340606,,,
13.3105468750,212,-0.5861125341,2.0552422828,-0.3394990521,1.5969075241,,,
13.3125000000,213,-0.6561812935,2.0549760342,0.0199251851,1.1461624122,,,
13.3144531250,213,-0.7122010365,1.9870171648,0.4196388512,0.8533066702,,,
13.3164062500,213,-0.7529645980,1.8594977375,0.7983018382,0.8046781339,,,
13.3183593750,213,-0.7775354976,1.6845811354,1.0971873854,1.0169746117,,,
13.3203125000,213,-0.7852645403,1.4776085083,1.2693135661,1.4326930549,,,
13.3222656250,213,-0.7758013847,1.2560238984,1.2867493022,1.9359276007,,,
13.3242187500,213,-0.7491008760,1.0381530105,1.1449570260,2.3841963132,,,
13.3261718750,213,-0.7054240322,0.8419207968,0.8634956484,2.6475732557,,,
13.3281250000,213,-0.6453336666,0.6835972939,0.4829743692,2.6444001640,,,
13.3300781250,213,-0.5696847238,0.5766591767,0.0587317988,2.3637892251,,,
13.3320312500,213,-0.4796094968,0.5308464264,-0.3477751123,1.8687484505,,,
13.3339843750,213,-0.3764979848,0.5514799001,-0.6785311506,1.2790717281,,,
13.3359375000,213,-0.2619737358,0.6390873985,-0.8879829459,0.7386813735,,,
13.3378906250,213,-0.1378655964,0.7893643113,-0.9501142531,0.3763719648,,,
13.3398437500,213,-0.0061758631,0.9934715920,-0.8624744926,0.2707126239,,,
13.3417968750,213,0.1309546061,1.2386502866,-0.6465331990,0.4287250931,,,
13.3437500000,213,0.2712837113,1.5091097663,-0.3443053033,0.7841793307,,,
13.3457031250,213,0.4125072049,1.7871277301,-0.0117730334,1.2159716978,,,
13.3476562500,213,0.5522988794,2.0542852692,0.2898708244,1.5815467196,,,
13.3496093750,213,0.6883511424,2.2927508727,0.5037942081,1.7562003735,,,
13.3515625000,213,0.8184152707,2.4865238352,0.5864206250,1.6674908891,,,
13.3535156250,213,0.9403406365,2.6225503597,0.5142619248,1.3153239337,,,
13.3554687500,213,1.0521122211,2.6916345252,0.2876245275,0.7722052981,,,
13.3574218750,213,1.1518857578,2.6890805917,-0.0693884000,0.1635897351,,,
13.3593750000,213,1.2380198892,2.6150218508,-0.5125794130,-0.3662902897,,,
13.3613281250,213,1.3091047765,2.4744130846,-0.9844874884,-0.6937525731,,,
13.3632812500,213,1.3639866588,2.2766871564,-1.4232833096,-0.7493731123,,,
13.3652343750,213,1.4017879336,2.0350996726,-1.7723439291,-0.5368374105,,,
13.3671875000,213,1.4219224058,1.7658074101,-1.9890157887,-0.1317701797,,,
13.3691406250,213,1.4241054399,1.4867447662,-2.0512015020,0.3391343559,,,
13.3710937500,213,1.4083588351,1.2163765711,-1.9607447621,0.7329604974,,,
13.3730468750,213,1.3750103415,0.9724142264,-1.7430864524,0.9298455204,,,
13.3750000000,214,1.3246878224,0.7705846867,-1.4432458143,0.8659156416,,,
13.3769531250,214,1.2583081679,0.6235381191,-1.1187529163,0.5508559872,,,
13.3789062500,214,1.1770611515,0.5399704005,-0.8306335173,0.0652986063,,,
13.3808593750,214,1.0823885147,0.5240216345,-0.6338507604,-0.4612559606,,,
13.3828125000,214,0.9759586441,0.5749926182,-0.5686927292,-0.8859326678,,,
13.3847656250,214,0.8596372854,0.6873990187,-0.6544475690,-1.0916636126,,,
13.3867187500,214,0.7354548072,0.8513594689,-0.8863515623,-1.0193185632,,,
13.3886718750,214,0.6055705867,1.0532905051,-1.2362857616,-0.6839778834,,,
13.3906250000,214,0.4722351428,1.2768598732,-1.6571129105,-0.1708872629,,,
13.3925781250,214,0.3377506780,1.5041317115,-2.0899793771,0.3877979244,,,
13.3945312500,214,0.2044307211,1.7168237383,-2.4734449946,0.8491060115,,,
13.3964843750,214,0.0745595767,1.8975887609,-2.7530189810,1.0982892884,,,
13.3984375000,214,-0.0496477076,2.0312311273,-2.8896168446,1.0801127433,,,
13.4003906250,214,-0.1660841567,2.1057732777,-2.8656212285,0.8138175314,,,
13.4023437500,214,-0.2727877848,2.1132980041,-2.6876028261,0.3876598132,,,
13.4042968750,214,-0.3679759681,2.0505076707,-2.3852776933,-0.0654764946,,,
13.4062500000,214,-0.4500766717,1.9189613792,-2.0068634656,-0.4047073361,,,
13.4082031250,214,-0.5177559834,1.7249735262,-1.6115578564,-0.5199759773,,,
13.4101562500,214,-0.5699414720,1.4791808084,-1.2603110125,-0.3624368058,,,
13.4121093750,214,-0.6058409622,1.1958078526,-1.0063290234,0.0419339311,,,
13.4140625000,214,-0.6249563958,0.8916826636,-0.8867877342,0.5992328871,,,
13.4160156250,214,-0.6270925385,0.5850705285,-0.9170474785,1.1731423834,,,
13.4179687500,214,-0.6123603775,0.2944076761,-1.0882697963,1.6220710405,,,
13.4199218750,214,-0.5811751524,0.0370229794,-1.3688073036,1.8377452573,,,
13.4218750000,214,-0.5342490528,-0.1720631751,-1.7091501711,1.7746768364,,,
13.4238281250,214,-0.4725787110,-0.3211791103,-2.0496586875,1.4624325595,,,
13.4257812500,214,-0.3974277081,-0.4028086523,-2.3298774188,0.9973449028,,,
13.4277343750,214,-0.3103044012,-0.4141082502,-2.4979801078,0.5159375382,,,
13.4296875000,214,-0.2129354578,-0.3570983800,-2.5188740818,0.1573505795,,,
13.4316406250,214,-0.1072355640,-0.2385158990,-2.3797017037,0.0250652315,,,
13.4335937500,214,0.0047261670,-0.0693376634,-2.0918818077,0.1584193622,,,
13.4355468750,214,0.1207624943,0.1359913555,-1.6893729640,0.5217219561,,,
13.4375000000,215,0.2386064227,0.3605716171,-1.2234288665,1.0139509052,,,
13.4394531250,215,0.3559509789,0.5862335257,-0.7546624979,1.4963771350,,,
13.4414062500,215,0.4704896916,0.7948103000,-0.3436548837,1.8305447952,,,
13.4433593750,215,0.5799570689,0.9694104231,-0.0415709209,1.9161987628,,,
13.4453125000,215,0.6821683632,1.0956009268,0.1177563415,1.7187649363,,,
13.4472656250,215,0.7750579272,1.1624189863,0.1230403249,1.2788518624,,,
13.4492187500,215,0.8567154898,1.1631412683,-0.0127574825,0.7011694384,,,
13.4511718750,215,0.9254197163,1.0957573755,-0.2545037052,0.1259013916,,,
13.4531250000,215,0.9796684647,0.9631143593,-0.5504233711,-0.3096230763,,,
13.4550781250,215,1.0182052103,0.7727222161,-0.8402226517,-0.5084545804,,,
13.4570312500,215,1.0400411727,0.5362339186,-1.0645385965,-0.4404621697,,,
